,user_id,game_use,rec_use,studio_use,exercise_use,office_use,podcast_use,travel_use,other_use,sound_quality_importance,positional_importance,loud_importance,mic_importance,wireless_importance,noise_cancel_importance,in_ear_importance,on_ear_importance,over_ear_importance,no_pref_oninover,price_sensitivity,min_price,max_price,headphone_name,price,attached_mic,recording_quality,noise_handling,Impedance,sensitivity(dbv),accuracy,weighted_harmonic_distortion,soundstage,imaging,noise_isolation,wireless,over_ear_style,on_ear_style,in_ear_style,open_back,close_back,semiclosed_back
15,15,1,1,0,0,0,1,0,0,9,10,8,7,4,9,0,0,0,1,7,0,125,15,400,0,0,0.630546121,20,97.14251879,0.61070922,0.994868302,0.269648913,0.379822103,0.348668524,0.605282859,1,0,0,0,1,0
16,16,0,1,0,0,0,0,0,0,8,4,9.1,6,6,7,1,0,0,0,5,0,166.6666667,16,100,0,0,0.801577607,20,112.7957365,0.9976332,0.808122236,0.789966872,0.70748601,0.784956991,0,0,0,1,0,1,0
17,17,1,0,1,0,0,0,1,0,8,7,5,5,8,7,0,0,0,1,8,0,111.1111111,17,200,0,0,0.926133596,10,100.7690522,0.675219051,0.518005858,0.632676105,0.25754567,0.661262514,0.784945273,0,0,1,0,1,0
18,18,0,1,0,1,0,0,0,0,8,3,7,1,3,4,0,0,0,1,1,0,500,18,50,0,0,0.531835851,50,122.3622013,0.897729862,0.451109273,0.517758513,0.272992477,0.301427395,0,1,0,0,0,1,0
19,19,1,0,0,0,0,0,0,0,9,7,1,9,4,8,1,1,0,0,9.1,0,99.00990099,19,100,0,0,0.41141399,20,90.76151909,0.538885216,0.933052399,0.788878135,0.667679533,0.347293193,0,1,0,0,0,1,0
20,20,1,0,1,0,0,0,0,0,8,8,1,5,9.1,6,0,0,0,1,8,0,111.1111111,20,200,1,0.68,0.283495377,120,123.9226512,0.56097617,0.307348515,0.87772062,0.949939352,0.856698206,0,1,0,0,0,0,0
21,21,1,0,0,0,0,1,0,0,9,7,4,6,3,10,0,1,0,0,1,0,500,21,300,0,0,0.311038037,20,109.8712665,0.720670567,0.817552103,0.592347273,0.641942336,0.290314907,0,0,0,1,0,1,0
22,22,0,0,1,0,1,0,0,0,9,0,5,2,4,2,0,0,0,1,9.1,0,99.00990099,22,50,0,0,0.583057236,20,97.03777164,0.509802234,0.653839691,0.508877565,0.78605259,0.342558206,0.434920345,0,0,1,0,0,1
23,23,0,0,0,1,0,1,1,0,8,5,7,0,6,10,0,0,0,1,2,0,333.3333333,23,50,0,0,0.272600205,120,117.8149479,0.879668544,0.279593786,0.449574952,0.71937163,0.424587398,0,0,0,1,0,1,0
24,24,1,0,0,0,1,0,1,0,10,7,4,5,0,8,0,0,0,1,3,0,250,24,50,1,0.65,0.681017835,40,127.2741993,0.79913334,0.678712156,0.981275572,0.311177826,0.399094166,0.34724407,1,0,0,0,1,0
25,25,1,0,0,0,0,0,0,0,10,8,8,8,8,3,0,0,0,1,8,0,111.1111111,25,200,0,0,0.384404717,10,90.13271794,0.729163487,0.351968413,0.364697411,0.574747549,0.486202921,0,0,0,1,0,0,0
26,26,0,1,0,1,1,0,0,0,6,0,6,2,0,3,1,1,1,0,4,0,200,26,50,0,0,0.423865394,10,108.7323452,0.603244399,0.914050679,0.540243237,0.86542062,0.379221926,0.397195931,0,1,0,0,0,0
27,27,0,1,0,1,0,1,0,0,9,5,1,7,2,3,1,1,1,0,2,0,333.3333333,27,100,0,0,0.505809655,40,100.969632,0.405702881,0.377336835,0.416839937,0.756072658,0.351285895,0,0,0,1,0,1,0
28,28,0,1,1,1,1,1,0,0,8,5,9.1,6,0,9,1,1,1,0,0,0,1000,28,300,0,0,0.299921346,30,93.29103359,0.856016009,0.968078257,0.993980566,0.356973257,0.762420079,0,1,0,0,0,1,0
29,29,0,0,0,1,1,0,0,0,6,0,0,5,2,4,0,0,0,1,3,0,250,29,300,0,0,0.457708895,300,103.4022039,0.551239974,0.28485424,0.353177597,0.93239054,0.941400145,0,1,0,0,0,1,0
30,30,1,0,0,0,0,1,0,0,10,9.1,8,6,3,4,0,0,0,1,2,0,333.3333333,30,50,0,0,0.521836432,20,122.8019806,0.637296741,0.744254799,0.942624781,0.508980476,0.688351867,0,1,0,0,1,0,0
31,31,1,0,0,0,0,0,1,0,8,7,4,6,8,7,0,0,0,0,0,0,1000,31,300,0,0,0.660073127,50,115.041499,0.897567003,0.374972566,0.970864337,0.911316635,0.933034238,0,1,0,0,0,1,0
32,32,1,0,0,0,0,0,0,0,9,9.1,7,6,3,8,0,0,0,1,6,0,142.8571429,32,50,1,0.25,0.862278216,100,93.64609238,0.437993169,0.696387642,0.378794687,0.471539585,0.980896537,0,1,0,0,1,0,0
33,33,1,0,1,0,0,1,0,0,7,9.1,7,8,4,5,0,0,0,1,1,0,500,33,100,0,0,0.600205413,150,128.6156057,0.447139536,0.404913335,0.551032095,0.773544008,0.914995427,0,0,0,0,0,1,0
34,34,0,0,0,0,0,1,1,0,8,8,6,6,3,8,0,0,0,1,7,0,125,34,50,0,0,0.532238297,30,100.4740706,0.671622699,0.494291754,0.348704641,0.355272661,0.633815491,0,1,0,0,0,1,0
35,35,1,1,0,0,0,0,1,1,6,7,0,9,6,10,0,0,0,1,9.1,0,99.00990099,35,100,0,0,0.332903792,50,98.08407377,0.697375021,0.700803433,0.727174876,0.758302975,0.298038662,0,0,0,0,1,0,0
36,36,1,1,0,0,0,1,1,0,10,8,3,8,7,9,1,0,1,0,0,0,1000,36,100,0,0,0.686367647,30,123.2399392,0.263309918,0.501491945,0.304528978,0.520282458,0.348176124,0,1,0,0,0,1,0
37,37,0,1,1,0,1,0,1,0,7,5,3,5,7,7,0,0,0,1,0,0,1000,37,200,1,0.39,0.979367982,120,100.7299665,0.384898343,0.650584725,0.292526482,0.864518584,0.348303481,0.75786039,1,0,0,0,0,0
38,38,0,0,0,0,1,0,0,1,8,8,5,3,8,8,1,0,1,0,6,0,142.8571429,38,100,0,0,0.780147097,100,92.367995,0.478210867,0.395509832,0.863725306,0.501820945,0.608373049,0,0,0,0,1,0,0
39,39,0,0,0,1,0,0,1,0,7,7,1,6,9.1,9,0,0,0,1,8,0,111.1111111,39,200,0,0,0.523458964,10,111.4496172,0.834477673,0.75356453,0.93630414,0.353453525,0.520294165,0.795595164,1,0,0,0,1,0
40,40,0,0,0,1,0,1,1,0,7,8,1,9.1,0,5,1,1,0,0,8,0,111.1111111,40,50,0,0,0.34120666,100,114.2873198,0.562950161,0.856963328,0.66870511,0.46533443,0.585988751,0,0,0,1,0,1,0
41,41,0,0,0,1,0,0,0,0,6,1,1,9.1,4,9,1,1,0,0,4,0,200,41,50,0,0,0.788864856,20,108.623878,0.927452662,0.964215782,0.285736127,0.4329786,0.722392116,0,1,0,0,1,0,0
42,42,0,0,1,1,0,0,0,0,7,6,9.1,8,1,2,0,0,0,1,0,0,1000,42,200,0,0,0.64365497,20,101.7179047,0.887180004,0.739616179,0.63924112,0.981549734,0.281932725,0,1,0,0,0,1,0
43,43,0,0,1,1,0,1,0,0,9,7,7,7,0,2,0,0,0,1,0,0,1000,43,200,0,0,0.958580083,300,126.8039214,0.313506587,0.905137045,0.541990989,0.437606417,0.667734023,0,0,0,1,0,1,0
44,44,1,0,0,0,0,0,0,0,10,7,8,7,4,8,0,1,0,0,9.1,0,99.00990099,44,50,1,0.61,0.251209476,30,93.20429337,0.265950096,0.548556088,0.930396844,0.270810529,0.743404061,0,1,0,0,0,1,0
45,45,0,1,0,1,1,0,0,0,8,7,3,2,3,3,0,0,0,1,6,0,142.8571429,45,50,0,0,0.336047113,100,94.20536504,0.572417273,0.7989225,0.626520899,0.677299706,0.895921425,0,1,0,0,0,1,0
46,46,0,1,0,0,0,1,1,0,9,6,5,7,2,7,1,1,1,0,1,0,500,46,300,0,0,0.590892562,100,108.7018583,0.251003575,0.448912076,0.500827368,0.308015109,0.638749449,0,1,0,0,0,1,0
47,47,1,0,0,0,0,1,1,0,9,7,9.1,8,3,9,0,0,1,0,3,0,250,47,300,0,0,0.729834364,50,125.4985539,0.346958769,0.581835128,0.39487955,0.250591285,0.341604829,0,1,0,0,0,1,0
48,48,0,1,0,1,1,0,0,1,6,4,0,2,5,2,0,0,0,1,8,0,111.1111111,48,50,1,0.44,0.86385222,10,117.5916738,0.695855367,0.899167513,0.354276364,0.990164079,0.315139249,0.439112326,0,0,1,0,1,0
49,49,1,1,0,0,0,0,1,0,10,9.1,6,9,5,6,0,0,0,1,4,0,200,49,200,0,0,0.906548868,100,124.1049416,0.285704164,0.937054915,0.848779842,0.59517291,0.70480529,0,1,0,0,0,1,0
50,50,0,0,1,0,0,0,0,0,6,7,1,5,4,6,1,1,1,0,4,0,200,50,50,0,0,0.588828808,100,128.6852595,0.644045028,0.826325363,0.349004852,0.590519947,0.284878303,0,0,1,0,1,0,0
51,51,0,0,0,1,0,1,1,0,8,5,5,0,9.1,8,0,0,0,1,8,0,111.1111111,51,200,0,0,0.886532544,50,102.0031622,0.560889117,0.932618336,0.683649302,0.610151429,0.89735888,0.477161954,0,0,1,0,1,0
52,52,0,0,0,0,0,0,0,0,10,7,4,4,8,5,0,0,0,0,1,0,500,52,300,0,0,0.473293532,180,103.1973011,0.388730127,0.875931926,0.729719573,0.99693991,0.370554898,0,1,0,0,0,1,0
53,53,1,0,0,0,0,1,1,0,6,8,0,6,0,10,1,1,1,0,5,0,166.6666667,53,400,0,0,0.310796125,120,105.4776408,0.43354989,0.394634632,0.37994436,0.410311543,0.283202413,0,0,1,0,0,1,0
54,54,0,1,1,0,0,0,0,0,8,9.1,4,1,4,5,0,0,1,0,6,0,142.8571429,54,100,1,0.47,0.866203685,120,120.7027519,0.89204165,0.996449802,0.906935787,0.609735218,0.530301034,0,0,0,0,0,0,0
55,55,0,1,0,0,0,1,0,0,9,0,1,7,8,9,0,0,0,1,0,0,1000,55,300,1,0.57,0.836450655,150,115.1888021,0.494012945,0.946761435,0.906156428,0.368503973,0.518418836,0,0,1,0,1,0,0
56,56,1,1,1,0,0,0,0,0,6,7,3,9.1,3,3,0,0,0,1,3,0,250,56,100,1,0.55,0.599946968,100,122.2309615,0.553029312,0.377613599,0.557374446,0.513121902,0.422312899,0,1,0,0,0,1,0
57,57,0,0,1,0,0,1,1,0,10,0,1,0,1,10,0,0,1,0,8,0,111.1111111,57,50,0,0,0.810295558,20,95.03972323,0.650176414,0.506027652,0.472384198,0.609964112,0.25137685,0.467999569,0,0,0,0,1,0
58,58,1,1,1,0,1,0,1,0,9,8,5,8,3,10,0,1,1,0,2,0,333.3333333,58,100,0,0,0.358655452,50,128.9189625,0.832161571,0.37994059,0.270501495,0.483315983,0.841016204,0.372376691,1,0,0,0,1,0
59,59,1,1,0,0,0,0,1,0,8,7,9.1,9,3,7,0,0,0,0,3,0,250,59,200,0,0,0.292774099,120,113.2335227,0.394639552,0.968838631,0.776630809,0.748675357,0.925518064,0,0,0,1,0,0,1
60,60,1,0,0,0,0,1,0,0,8,7,8,6,6,2,0,0,0,1,7,0,125,60,100,0,0,0.62812612,120,104.9934033,0.903813854,0.576271526,0.587459791,0.598523397,0.627724141,0.49338379,0,0,1,0,1,0
61,61,1,1,0,0,0,1,1,0,8,7,7,6,5,8,0,0,0,1,2,0,333.3333333,61,200,0,0,0.808204629,100,125.5649344,0.256567072,0.640946917,0.835412975,0.489494537,0.606231355,0,0,1,0,0,1,0
62,62,0,1,0,1,1,0,0,0,9,3,2,2,2,4,1,1,0,0,2,0,333.3333333,62,50,0,0,0.850520246,20,108.4375961,0.385385564,0.702916911,0.472030155,0.900670657,0.720269926,0,1,0,0,0,0,1
63,63,0,1,1,1,0,0,0,0,10,2,1,6,3,2,1,0,1,0,5,0,166.6666667,63,300,1,0.27,0.282339183,300,120.7158181,0.314962868,0.589219584,0.642205435,0.672186719,0.331407773,0,1,0,0,0,1,0
64,64,1,0,0,0,0,0,1,0,9,7,0,5,6,8,0,0,0,1,4,0,200,64,300,1,0.32,0.850898491,40,102.7206923,0.861607607,0.572120736,0.407858482,0.363783733,0.459524966,0,1,0,0,0,1,0
65,65,1,0,0,0,0,0,0,0,8,7,2,8,6,6,0,1,0,0,5,0,166.6666667,65,100,0,0,0.981042281,10,103.0203048,0.702213628,0.676017081,0.317064582,0.813927096,0.903005684,0,1,0,0,0,1,0
66,66,0,0,0,0,0,1,1,0,9,8,1,0,8,9,1,0,0,0,1,0,500,66,50,0,0,0.433771944,50,119.9948647,0.343131171,0.772513606,0.970734897,0.799417909,0.403231634,0.492073098,1,0,0,0,0,0
67,67,1,0,1,0,0,1,0,0,8,8,3,9,9.1,10,0,0,0,1,4,0,200,67,400,0,0,0.487323557,20,115.5120653,0.809411322,0.642834407,0.563485087,0.889827886,0.718801113,0,0,0,1,1,0,0
68,68,1,0,1,0,1,0,0,0,6,7,2,8,5,5,0,0,0,1,8,0,111.1111111,68,50,0,0,0.364206202,20,98.33785321,0.979206331,0.417125616,0.293392691,0.714519373,0.962115281,0,1,0,0,0,1,0
69,69,1,0,0,0,0,0,0,0,8,10,9.1,6,0,6,0,0,0,1,5,0,166.6666667,69,100,0,0,0.443060713,40,92.12033329,0.332229178,0.892227272,0.654391156,0.896338308,0.296183807,0,0,1,0,0,1,0
70,70,0,0,1,1,0,0,0,1,9,0,3,3,4,2,0,0,0,1,7,0,125,70,50,0,0,0.599807856,120,108.9941267,0.775098607,0.7168338,0.855502144,0.915801592,0.751847753,0.434813335,1,0,0,0,1,0
71,71,0,0,1,1,0,1,1,0,10,7,7,8,3,6,0,0,0,1,7,0,125,71,400,1,0.68,0.909704622,30,96.38873829,0.567401407,0.351582046,0.808432532,0.783890972,0.444139228,0.561301733,0,0,1,0,1,0
72,72,0,0,0,0,0,0,0,0,8,7,8,1,1,7,0,0,1,0,8,0,111.1111111,72,100,0,0,0.941430919,100,124.8586238,0.265027885,0.862574969,0.833449662,0.45502525,0.922289693,0,1,0,0,1,0,0
73,73,0,0,1,0,0,0,0,0,10,2,1,4,0,3,0,0,0,1,4,0,200,73,400,1,0.49,0.442453314,20,93.56110167,0.349911077,0.950951619,0.708599746,0.663208047,0.387922705,0,1,0,0,0,1,0
74,74,0,0,1,0,1,1,1,0,8,9.1,3,9.1,8,10,0,0,0,1,4,0,200,74,400,0,0,0.316046845,100,124.8327446,0.728401053,0.258514439,0.356672923,0.362519967,0.64135086,0,1,0,0,0,1,0
75,75,1,0,1,0,1,0,0,0,8,8,0,7,6,10,1,0,0,0,7,0,125,75,50,0,0,0.753635271,20,126.1026972,0.323375898,0.714128434,0.757925908,0.443488228,0.66616207,0.606311411,0,0,0,0,1,0
76,76,0,0,0,0,1,0,0,0,6,6,4,4,3,7,1,1,1,0,4,0,200,76,50,1,0.49,0.569875792,100,109.0394013,0.930204108,0.81321167,0.870977813,0.713445613,0.316820789,0,0,1,0,0,1,0
77,77,1,0,0,0,0,1,0,1,10,7,7,6,5,2,0,0,0,1,2,0,333.3333333,77,100,0,0,0.874523483,20,102.2985075,0.972009887,0.582160979,0.337805941,0.616177871,0.826178521,0,1,0,0,1,0,0
78,78,0,0,0,0,0,1,1,0,6,4,6,7,4,9,0,0,0,1,4,0,200,78,100,1,0.3,0.665718387,300,127.1433653,0.405987382,0.581356776,0.668059137,0.886807586,0.490658915,0,1,0,0,1,0,0
79,79,0,0,0,1,1,0,1,0,8,4,6,0,9.1,9,0,0,0,1,2,0,333.3333333,79,400,0,0,0.927545698,40,108.2094424,0.283270667,0.777870212,0.815030625,0.389910901,0.958471199,0,1,0,0,1,0,0
80,80,0,1,0,1,1,0,1,0,8,2,0,3,6,8,0,0,0,1,7,0,125,80,50,1,0.63,0.728833026,30,93.17000611,0.674668342,0.272854741,0.389086997,0.825981568,0.796279041,0,1,0,0,1,0,0
81,81,0,0,0,1,1,0,1,0,7,5,5,0,7,7,1,1,1,0,0,0,1000,81,100,0,0,0.362145591,20,106.7058499,0.503658438,0.32705252,0.48872246,0.261501563,0.879589306,0,0,1,0,0,0,1
82,82,0,1,0,1,0,0,0,0,10,4,2,0,6,10,0,0,0,1,3,0,250,82,50,0,0,0.332211792,180,128.9253115,0.474898461,0.658764406,0.495077651,0.319332093,0.900322178,0,1,0,0,0,1,0
83,83,0,0,1,1,1,0,0,0,10,0,5,8,9.1,7,1,1,1,0,9.1,0,99.00990099,83,50,0,0,0.794282974,30,92.43004122,0.553133295,0.931224312,0.285586142,0.772782204,0.345786212,0,0,0,1,0,1,0
84,84,1,0,0,0,0,1,1,0,7,7,6,8,9.1,8,0,0,0,0,3,0,250,84,300,1,0.66,0.845715549,100,102.5201051,0.541752649,0.722362147,0.619581869,0.966484469,0.273575735,0.523982502,0,0,0,0,1,0
85,85,0,0,0,1,0,0,0,0,8,6,8,3,6,4,1,1,0,0,7,0,125,85,100,0,0,0.844495887,40,120.1702804,0.302526764,0.685727412,0.928639625,0.691330655,0.844766226,0,0,1,0,1,0,0
86,86,0,1,1,0,0,0,1,0,9,7,0,2,0,9,0,0,0,1,8,0,111.1111111,86,100,0,0,0.394711619,10,111.3502427,0.877073072,0.482044458,0.751545982,0.694100692,0.655629034,0,1,0,0,0,1,0
87,87,1,0,0,0,0,0,0,0,6,9.1,4,5,0,2,1,1,1,0,9.1,0,99.00990099,87,300,0,0,0.779446655,40,128.4464399,0.50849818,0.848444697,0.927107795,0.781840606,0.669526941,0.71187749,0,0,1,1,0,0
88,88,0,1,1,0,0,0,1,0,8,9.1,4,7,2,8,0,0,0,1,7,0,125,88,50,0,0,0.794827973,40,129.1732833,0.87787635,0.348533403,0.304056368,0.530993913,0.596792152,0,1,0,0,0,1,0
89,89,0,1,1,0,1,0,0,0,9,3,3,1,7,8,0,1,1,0,7,0,125,89,100,0,0,0.937850433,40,125.8226676,0.409643554,0.546193931,0.969682079,0.538915563,0.825301471,0,1,0,0,0,0,1
90,90,1,0,1,0,0,0,1,0,9,9.1,3,8,9.1,8,0,0,0,1,6,0,142.8571429,90,50,0,0,0.883595435,20,128.211134,0.635408356,0.999023369,0.679157892,0.396208261,0.671256071,0,1,0,0,0,0,0
91,91,0,0,0,1,0,0,1,0,9,4,3,8,9.1,7,1,1,1,0,0,0,1000,91,50,0,0,0.273343802,180,121.2080218,0.647595643,0.959646476,0.774233385,0.965587102,0.954012999,0,1,0,0,0,1,0
92,92,0,1,1,1,0,1,1,0,9,7,0,7,5,8,1,0,0,0,2,0,333.3333333,92,50,0,0,0.809649874,10,121.1836735,0.770688186,0.754366167,0.56339236,0.506752266,0.735910087,0,1,0,0,0,1,0
93,93,0,1,0,1,0,1,1,0,9,2,3,4,9.1,8,1,1,1,0,3,0,250,93,100,1,0.45,0.713517363,40,121.4572271,0.39682651,0.377266886,0.559398194,0.866786023,0.974957679,0.344067449,1,0,0,0,1,0
94,94,1,0,1,0,0,0,1,0,9,10,4,8,6,10,0,0,0,1,3,0,250,94,200,0,0,0.571328597,50,97.38870777,0.780128105,0.922820874,0.264846534,0.839626634,0.753889201,0.522683798,1,0,0,0,1,0
95,95,1,1,0,0,0,0,1,0,8,9.1,7,6,8,10,0,0,0,1,1,0,500,95,100,0,0,0.845342301,100,114.011673,0.662453484,0.675415943,0.836655872,0.551043615,0.613004893,0.45171136,0,1,0,1,0,0
96,96,1,0,0,0,0,1,1,0,8,7,2,8,3,8,0,0,0,1,6,0,142.8571429,96,200,0,0,0.764772923,40,119.1866973,0.877653846,0.955524014,0.863573014,0.281380741,0.641587198,0.417354932,1,0,0,0,1,0
97,97,0,0,0,1,1,1,1,0,8,3,2,7,4,7,0,0,0,1,6,0,142.8571429,97,300,0,0,0.874265044,10,119.4934401,0.282786754,0.98116213,0.664663102,0.426032701,0.963136888,0,0,0,1,0,0,0
98,98,0,0,1,1,0,0,1,0,9,0,1,2,4,7,1,1,0,0,8,0,111.1111111,98,100,0,0,0.32376986,10,107.0139128,0.354780236,0.381033555,0.411020308,0.254824876,0.57639381,0,1,0,0,0,1,0
99,99,0,0,0,0,1,1,0,0,9,4,4,8,8,7,0,0,0,1,2,0,333.3333333,99,100,0,0,0.428733756,20,92.95975434,0.432181122,0.977004468,0.903873157,0.37202422,0.321480179,0,0,0,0,1,0,0
100,100,1,1,1,0,0,0,1,0,9,10,3,8,0,10,1,0,0,0,7,0,125,100,100,1,0.45,0.982815208,30,93.29846377,0.283012452,0.55128942,0.82421855,0.577917342,0.580750504,0.783055096,1,0,0,0,1,0
101,101,1,1,1,0,0,0,1,0,9,7,9.1,9,6,10,1,0,0,0,8,0,111.1111111,101,100,0,0,0.897416015,40,101.8840685,0.469518898,0.35372822,0.653775964,0.757019294,0.456553938,0,0,1,0,0,1,0
102,102,0,0,1,1,1,0,0,0,9,4,0,8,3,3,0,0,0,1,2,0,333.3333333,102,50,0,0,0.509969388,150,114.9443249,0.764670322,0.653650412,0.670081646,0.36296055,0.314384709,0,1,0,0,0,1,0
103,103,0,1,1,1,0,1,1,1,6,7,4,7,2,5,1,1,0,0,5,0,166.6666667,103,300,0,0,0.68695318,150,118.6802106,0.462029776,0.46054791,0.945978653,0.788070747,0.4172765,0.647824468,1,0,0,0,1,0
104,104,1,1,0,0,0,0,1,0,9,9.1,5,5,9.1,8,0,0,0,1,7,0,125,104,50,0,0,0.841300743,40,96.59273667,0.729434261,0.735618245,0.739419137,0.697482228,0.523185073,0,0,0,1,1,0,0
105,105,1,1,1,0,0,0,0,0,9,10,8,9.1,2,2,0,0,0,1,8,0,111.1111111,105,50,0,0,0.308147329,40,129.5102564,0.617073889,0.604473291,0.896528171,0.532196369,0.837493225,0,1,0,0,0,1,0
106,106,0,1,1,0,1,1,0,0,8,9.1,7,0,7,9,0,1,0,0,0,0,1000,106,300,0,0,0.755084897,10,126.4255999,0.452050475,0.381666864,0.800024643,0.347432341,0.299618053,0,0,0,0,0,1,0
107,107,0,0,0,0,1,0,0,0,9,9.1,9.1,7,5,7,0,0,0,1,1,0,500,107,100,0,0,0.650674519,120,102.857698,0.275806623,0.429658805,0.874596785,0.718066701,0.455626638,0.618244516,1,0,0,1,0,0
108,108,0,1,1,0,1,1,0,0,10,9.1,4,7,7,7,0,0,0,1,8,0,111.1111111,108,300,0,0,0.850333476,10,129.3354926,0.85698201,0.311836256,0.717954381,0.911690073,0.475984136,0,0,0,1,0,1,0
109,109,1,0,0,0,0,0,0,0,7,7,8,7,6,3,0,1,1,0,9.1,0,99.00990099,109,300,0,0,0.975632407,50,109.3031143,0.437642203,0.633953214,0.389915357,0.792143266,0.800603518,0,1,0,0,0,1,0
110,110,1,0,0,0,0,1,0,1,10,8,8,9,1,9,1,1,1,0,5,0,166.6666667,110,300,0,0,0.833337158,50,98.34370268,0.355021151,0.702745267,0.921915784,0.717648016,0.484392141,0,0,0,0,0,1,0
111,111,0,1,0,1,0,0,0,0,9,4,3,4,3,6,0,0,0,1,8,0,111.1111111,111,50,0,0,0.300979436,120,128.4180558,0.406720841,0.527895349,0.684218085,0.926554667,0.988283339,0.355646632,1,0,0,1,0,0
112,112,1,0,0,0,0,1,0,0,8,7,4,8,8,6,0,0,0,0,9.1,0,99.00990099,112,100,0,0,0.337419074,40,122.8941686,0.814267863,0.827542093,0.587189606,0.690076104,0.557101548,0,1,0,0,0,1,0
113,113,1,0,0,0,0,1,0,0,8,9.1,5,6,3,4,1,1,1,0,7,0,125,113,100,0,0,0.972325622,120,120.8405606,0.692899701,0.33406312,0.808809307,0.375409049,0.962574782,0.416152704,0,0,1,0,0,0
114,114,0,0,0,0,0,1,0,0,6,7,2,1,9.1,8,0,0,0,0,0,0,1000,114,300,1,0.44,0.559319148,50,90.41361193,0.468324154,0.257529634,0.774995423,0.528244752,0.96217079,0,0,0,0,0,0,0
